"mono_rep1","mono_rep2","mono_rep3","ctrl_rep1","ctrl_rep2","repop_rep1","repop_rep2","repop_rep3"
"Arhgap6",66,53,51,4,5,7,3,1
"Arhgap8",0,1,0,0,1,0,0,0
"Arhgap9",1235,639,817,569,548,443,365,461
"Arhgdia",13459,6842,9692,4096,4697,5950,3962,5970
"Arhgdib",6547,3459,4284,2308,2540,2680,2062,2061
"Arhgdig",1,2,1,0,0,1,0,0
"Arhgef1",1247,695,992,413,420,481,224,868
"Arhgef10",35,24,38,9,10,3,3,11
"Arhgef10l",308,179,198,266,287,128,90,165
"Arhgef11",363,182,271,95,154,146,92,281
"Arhgef12",279,148,158,70,158,94,69,217
"Arhgef15",0,0,1,1,8,2,2,2
"Arhgef16",0,0,0,0,0,0,0,2
"Arhgef17",5,4,10,1,3,1,0,3
"Arhgef18",63,43,58,85,131,107,50,213
"Arhgef19",0,0,0,1,1,0,0,1
"Arhgef2",1484,765,995,613,877,835,506,993
"Arhgef25",1,1,0,26,18,1,1,9
"Arhgef26",2,0,0,0,1,1,2,0
"Arhgef28",1,0,0,0,0,0,0,5
"Arhgef3",652,362,444,206,206,207,171,232
"Arhgef33",0,0,3,0,0,0,0,0
"Arhgef37",7,3,4,6,10,1,0,0
"Arhgef38",0,0,0,0,0,0,0,0
"Arhgef39",135,69,86,21,19,25,13,10
"Arhgef4",24,25,19,20,35,36,15,52
"Arhgef40",609,382,566,361,583,418,191,917
"Arhgef5",25,17,25,2,3,1,2,5
"Arhgef6",2795,1387,1523,988,1205,1138,877,899
"Arhgef7",1494,737,968,301,373,845,435,641
"Arhgef9",3,3,2,19,15,19,3,10
"Arid1a",981,465,751,190,410,393,193,1428
"Arid1b",214,132,192,27,43,59,36,324
"Arid2",479,296,281,164,243,262,157,364
"Arid3a",352,210,236,90,158,102,82,304
"Arid3b",158,79,110,135,139,174,64,258
"Arid3c",0,0,0,0,0,0,0,0
"Arid4a",195,135,173,15,52,83,33,194
"Arid4b",139,80,91,24,41,52,19,166
"Arid5a",230,113,152,102,132,169,73,150
"Arid5b",81,48,62,37,43,46,36,98
"Arih1",1162,673,662,719,834,886,608,486
"Arih2",423,245,249,263,303,340,199,228
"Arl1",871,489,537,582,640,766,431,440
"Arl10",213,106,151,280,330,286,147,274
"Arl11",1257,721,804,513,408,586,498,340
"Arl13a",0,0,0,0,0,0,0,0
"Arl13b",144,90,102,70,81,96,62,47
"Arl14",0,0,0,0,0,0,0,0
"Arl14ep",267,152,120,211,204,150,67,110
"Arl14epl",0,0,0,0,0,0,0,0
"Arl15",113,77,67,249,246,102,106,121
"Arl16",96,46,52,47,47,53,36,49
"Arl2",245,98,158,119,94,117,103,115
"Arl2bp",680,410,410,223,205,338,218,216
"Arl3",263,141,163,109,135,143,81,84
"Arl4a",66,50,27,40,47,33,44,33
"Arl4c",3360,2256,2414,2883,2941,3180,1946,3595
"Arl4d",23,17,15,47,64,34,23,41
"Arl5a",1009,634,585,677,776,797,514,397
"Arl5b",89,41,43,56,77,61,48,27
"Arl5c",363,267,281,198,168,342,265,237
"Arl6",66,36,31,35,35,31,15,12
"Arl6ip1",6493,3290,3809,5259,5157,5522,3365,2906
"Arl6ip4",424,201,349,131,112,239,176,162
"Arl6ip5",2611,1306,1654,1666,1700,1977,1327,1211
"Arl6ip6",385,200,266,212,222,263,165,159
"Arl8a",939,579,788,617,747,690,429,679
"Arl8b",2923,1745,1711,2764,2597,2492,1627,1250
"Arl9",0,0,0,0,0,0,0,0
"Armc1",589,338,389,378,480,456,282,225
"Armc10",556,285,345,367,378,408,246,236
"Armc12",0,0,0,0,0,0,0,0
"Armc2",18,9,10,2,1,4,4,1
"Armc3",6,3,6,69,37,42,19,49
"Armc4",0,0,0,0,0,0,0,0
"Armc5",516,290,407,555,483,531,397,705
"Armc6",114,56,78,84,99,70,58,43
"Armc7",253,143,187,200,176,97,50,201
"Armc8",411,228,227,346,339,291,192,195
"Armc9",85,35,42,25,37,39,21,45
"Armcx1",0,0,1,1,0,1,0,0
"Armcx2",96,58,91,165,209,112,41,162
"Armcx3",342,187,196,370,384,332,163,238
"Armcx4",0,1,0,3,0,1,4,2
"Armcx5",71,52,47,38,68,58,28,50
"Armcx6",26,11,15,32,32,14,8,36
"Arnt",728,353,466,402,452,478,303,458
"Arnt2",7,2,6,10,15,6,5,10
"Arntl",178,86,117,59,108,64,49,64
"Arntl2",0,0,0,0,0,0,0,0
"Arpc1a",1288,671,781,536,536,687,540,470
"Arpc1b",7863,4095,5862,1040,1109,2551,1867,3285
"Arpc2",10702,5670,6384,4031,3848,4611,3314,3056
"Arpc3",4692,2518,3227,1873,1728,2625,1870,1553
"Arpc4",6420,3343,3777,3539,3173,3791,2688,2562
"Arpc5",7481,4161,4587,2644,2595,3517,2707,1730
"Arpc5l",663,331,465,438,378,420,278,347
"Arpp19",1330,714,826,573,571,671,412,336
"Arpp21",1,1,1,6,2,6,3,2
"Arr3",1,0,0,0,0,0,0,0
"Arrb1",1891,1001,1085,672,910,977,625,955
"Arrb2",3079,1726,2374,1563,1622,1346,1076,1819
"Arrdc1",525,294,401,320,396,286,205,350
"Arrdc2",72,46,75,60,43,38,30,59
"Arrdc3",327,269,199,397,528,209,203,276
"Arrdc4",131,48,65,156,179,294,138,194
"Arrdc5",0,0,0,0,0,0,0,0
"Arsa",800,447,535,746,706,718,432,561
"Arsb",18958,10273,12079,6525,7282,19505,11604,10992
"Arsg",57,38,23,679,474,414,214,343
"Arsi",3,1,0,2,3,0,0,0
"Arsj",0,0,0,0,0,0,0,0
"Arsk",409,285,299,757,807,663,311,374
"Art1",0,0,0,0,0,0,0,0
"Art2a-ps",0,0,0,0,0,0,0,0
"Art2b",1,0,1,0,0,0,0,0
"Art3",2,3,7,17,6,37,19,8
"Art4",0,0,0,0,0,0,0,1
"Art5",0,0,0,0,0,0,0,0
"Artn",0,0,0,0,0,0,0,0
"Arv1",41,18,19,40,33,54,23,46
"Arvcf",57,31,32,241,242,103,31,252
"Arx",0,0,0,0,0,0,0,0
"Arxes1",0,0,0,0,0,0,0,0
"Arxes2",2,0,0,1,3,0,0,0
"As3mt",641,323,411,410,406,485,329,326
"Asah1",9516,6174,5838,7419,6815,9635,5464,4661
"Asah2",183,135,90,105,126,173,91,179
"Asap1",537,279,342,230,343,363,194,888
"Asap2",32,20,30,13,7,9,4,6
"Asap3",73,50,56,86,151,106,66,355
"Asb1",167,79,98,231,175,205,138,132
"Asb10",80,52,66,141,98,62,40,44
"Asb11",1,0,0,3,0,1,0,2
"Asb12",0,0,0,0,0,0,0,0
"Asb13",169,108,99,302,323,347,154,183
"Asb14",0,0,1,0,0,0,0,0
"Asb15",0,0,0,0,0,0,0,0
"Asb16",0,0,0,0,0,0,0,0
"Asb17",0,0,0,0,0,0,0,0
"Asb18",0,0,0,0,0,0,0,0
"Asb2",647,246,453,747,837,622,328,651
"Asb3",211,159,141,295,270,274,159,136
"Asb4",4,1,0,5,2,5,4,3
"Asb5",6,1,1,0,0,2,0,0
"Asb6",278,145,223,263,234,211,102,205
"Asb7",206,109,114,168,183,134,77,104
"Asb8",284,162,189,237,244,197,127,162
"Asb9",0,0,0,0,0,0,0,0
"Ascc1",465,230,315,278,270,385,246,262
"Ascc2",247,164,199,36,74,94,66,131
"Ascc3",443,190,259,90,96,213,126,137
"Ascl1",0,1,0,0,0,0,0,0
"Ascl2",1,0,0,5,15,5,2,6
"Ascl3",0,0,0,0,1,0,0,0
"Ascl4",8,2,8,0,2,4,1,0
"Ascl5",0,0,0,0,0,0,0,0
"Asf1a",242,133,152,199,165,154,82,82
"Asf1b",774,289,522,72,68,61,49,43
"Asgr1",0,0,0,0,0,0,0,0
"Asgr2",43,10,12,8,6,7,2,10
"Ash1l",288,132,171,67,99,99,50,270
"Ash2l",732,385,439,285,322,333,226,283
"Asic1",15,7,11,7,10,9,3,5
"Asic2",0,0,0,0,0,0,0,2
"Asic3",0,0,0,0,0,0,0,0
"Asic4",0,0,0,0,0,0,0,0
"Asic5",0,0,0,0,0,0,0,0
"Asl",460,213,283,172,165,219,143,159
"Asmt",0,0,0,0,0,0,0,0
"Asna1",985,540,738,431,404,543,364,414
"Asns",286,151,157,42,29,56,63,32
"Asnsd1",1095,626,641,372,332,564,511,257
"Aspa",1,1,0,3,5,0,2,0
"Aspdh",0,0,0,0,0,0,0,0
"Aspg",0,0,0,0,0,0,0,0
"Asph",1442,820,865,3099,3057,2830,1510,2118
"Asphd1",0,0,0,0,1,0,0,0
"Asphd2",0,0,0,1,1,0,0,5
"Aspm",253,101,126,4,1,7,2,3
"Aspn",0,0,0,2,4,0,0,0
"Asprv1",1,0,4,25,46,8,2,0
"Aspscr1",402,232,284,252,258,233,157,235
"Asrgl1",113,56,95,42,41,29,10,18
"Ass1",6,0,0,0,1,1,2,0
"Aste1",46,29,30,28,26,41,21,40
"Astl",0,0,0,0,0,0,0,0
"Astn1",0,0,0,0,1,1,1,1
"Astn2",0,1,0,0,0,0,0,0
"Asun",321,142,165,94,112,174,101,124
"Asxl1",605,313,442,211,245,234,123,426
"Asxl2",428,266,277,101,149,185,87,238
"Asxl3",0,0,0,0,0,0,0,0
"Asz1",0,0,0,0,0,0,0,0
"Atad1",1127,706,649,1094,1025,1098,643,538
"Atad2",772,360,481,46,75,84,63,49
"Atad2b",419,229,230,78,110,158,92,161
"Atad3a",391,207,271,110,118,111,68,142
"Atad5",138,71,88,11,17,17,11,32
"Atat1",44,19,22,66,78,46,21,65
"Atcay",0,0,0,0,3,1,0,0
"Ate1",587,321,338,354,383,380,219,236
"Atf1",1117,624,731,545,613,663,489,414
"Atf2",593,314,366,351,400,381,234,297
"Atf3",1218,1199,1787,1803,3071,3087,2179,3057
"Atf4",946,598,670,1342,1215,721,414,927
"Atf5",246,124,203,73,66,95,70,78
"Atf6",2262,1291,1266,518,616,1010,629,900
"Atf6b",1327,643,1051,731,779,839,550,973
"Atf7",107,52,69,43,38,75,45,54
"Atf7ip",304,158,203,113,185,159,89,321
"Atf7ip2",2,0,0,0,0,0,1,0
"Atg10",130,90,95,96,79,70,58,58
"Atg12",468,294,276,347,382,386,183,221
"Atg13",440,220,268,236,268,281,163,201
"Atg14",237,139,141,241,239,186,101,206
"Atg16l1",277,123,123,177,158,181,88,138
"Atg16l2",63,30,41,19,27,15,23,13
"Atg2a",388,221,285,138,141,163,121,271
"Atg2b",328,174,189,113,153,156,116,201
"Atg3",587,308,412,384,351,346,248,244
"Atg4a",144,78,67,92,71,101,56,51
"Atg4b",573,274,361,410,448,400,247,306
"Atg4c",196,118,147,211,235,180,122,87
"Atg4d",159,74,134,119,147,123,86,76
"Atg5",774,446,459,725,709,709,507,401
"Atg7",688,368,505,282,329,320,234,289
"Atg9a",205,125,155,191,205,247,153,258
"Atg9b",5,1,3,1,0,1,3,2
"Athl1",99,56,79,45,33,81,44,28
"Atic",1878,854,1093,677,585,798,431,423
"Atl1",13,9,10,29,25,19,9,15
"Atl2",446,245,244,296,301,398,211,175
"Atl3",1791,991,987,887,887,1112,724,444
"Atm",385,175,209,66,71,107,92,133
"Atmin",614,363,464,525,664,533,326,578
"Atn1",453,268,371,150,271,206,108,537
"Atoh1",0,0,0,0,0,0,0,0
"Atoh7",0,0,0,0,0,0,0,0
"Atoh8",1,0,1,1,0,1,0,1
"Atox1",1758,831,1136,564,435,803,639,448
"Atp10a",87,33,56,23,14,113,44,47
"Atp10b",0,0,0,4,1,1,0,0
"Atp10d",65,41,42,23,34,24,24,76
"Atp11a",343,176,201,85,104,109,68,136
"Atp11b",775,452,462,327,402,608,290,268
"Atp11c",806,449,411,214,258,450,305,225
"Atp12a",0,0,0,0,0,0,0,0
"Atp13a1",1130,594,749,709,652,987,619,848
"Atp13a2",1906,1061,1498,554,666,1210,731,1139
"Atp13a3",3340,1900,1926,935,1023,1681,1016,897
"Atp13a4",0,1,0,0,0,0,1,0
"Atp13a5",0,0,1,2,3,1,0,2
"Atp1a1",7207,4052,5122,2643,2807,4472,2957,3948
"Atp1a2",41,23,29,34,54,20,12,155
"Atp1a3",1079,661,855,292,281,544,360,393
"Atp1a4",0,0,0,0,0,0,0,0
"Atp1b1",15,4,11,21,20,8,10,10
"Atp1b2",15,8,12,18,28,8,7,58
"Atp1b3",3013,1689,1910,3152,2851,3277,2060,1808
"Atp1b4",0,0,0,0,0,0,0,0
"Atp2a1",11,7,13,0,0,7,10,5
"Atp2a2",4098,2186,2556,1515,2027,2245,1640,1765
"Atp2a3",1106,453,651,157,150,243,152,174
"Atp2b1",2962,1819,1730,491,706,1157,745,873
"Atp2b2",0,0,2,4,4,1,2,4
"Atp2b3",2,0,0,2,11,0,1,5
"Atp2b4",226,80,115,6,2,24,23,5
"Atp2c1",1208,730,772,2551,2687,1626,1020,923
"Atp2c2",0,0,0,0,0,0,0,0
"Atp4a",0,1,0,0,0,0,0,0
"Atp4b",0,0,0,0,0,0,0,0
"Atp5a1",12553,6295,7689,4480,4422,5731,4517,3561
"Atp5b",12602,6219,8659,4283,4221,5682,4156,3789
"Atp5c1",4067,2159,2436,1533,1387,2636,1957,1093
"Atp5d",2065,1027,1392,669,627,1020,804,655
"Atp5e",2351,1128,1463,823,720,1466,1010,591
"Atp5f1",3695,1940,2192,1572,1354,1894,1521,899
"Atp5g1",1497,660,1025,504,428,595,473,379
"Atp5g2",4099,2137,2462,1574,1312,3116,2171,1512
"Atp5g3",3071,1538,1803,1138,1001,1284,1099,651
"Atp5h",1949,1068,1302,954,805,1303,959,583
"Atp5j",1702,851,1094,708,609,882,658,470
"Atp5j2",1587,798,1118,598,425,837,533,469
"Atp5k",846,461,725,253,269,386,301,247
"Atp5l",1991,1034,1203,709,598,1333,862,497
"Atp5o",1998,977,1428,683,633,1029,703,598
"Atp5s",56,27,36,49,52,39,32,21
"Atp5sl",264,144,178,163,148,210,152,189
"Atp6ap1",4947,2780,3293,5447,5280,4888,3104,3326
"Atp6ap1l",0,0,0,0,0,0,0,0
"Atp6ap2",3028,1899,1901,2559,2654,2457,1499,1317
"Atp6v0a1",1755,1070,1329,926,1276,954,679,1183
"Atp6v0a2",740,360,472,811,926,1687,707,987
"Atp6v0a4",0,0,0,3,0,1,0,0
"Atp6v0b",2888,1496,1967,2619,2423,2741,1900,1621
"Atp6v0c",103,57,45,74,64,80,40,61
"Atp6v0c-ps2",0,0,0,0,0,0,0,2
"Atp6v0d1",2379,1334,1400,1196,1192,1321,985,806
"Atp6v0d2",71,92,89,3,5,265,349,13
"Atp6v0e",2058,1107,1270,1272,1068,1811,1216,760
"Atp6v0e2",5,5,0,13,14,3,6,7
"Atp6v1a",2480,1562,1573,1090,1125,1709,1376,708
"Atp6v1b1",0,0,0,0,0,0,0,0
"Atp6v1b2",3586,1955,2313,2272,1997,2952,2395,1502
"Atp6v1c1",1302,800,885,1144,989,1309,1058,806
"Atp6v1c2",0,1,1,0,0,0,0,0
"Atp6v1d",1095,615,760,540,572,772,565,476
"Atp6v1e1",1150,610,783,713,758,734,502,492
"Atp6v1e2",0,0,0,0,0,0,0,0
"Atp6v1f",1488,852,1101,804,777,1350,892,726
"Atp6v1g1",2103,1321,1433,1524,1369,1728,1320,964
"Atp6v1g2",21,27,21,19,13,11,6,16
"Atp6v1g3",0,0,0,0,0,0,0,0
"Atp6v1h",951,546,548,720,608,737,447,357
"Atp7a",1281,736,774,418,516,920,573,436
"Atp7b",0,1,2,1,1,0,0,0
"Atp8a1",1952,1143,1164,1131,1061,1825,1446,1096
"Atp8a2",9,5,13,252,335,392,199,469
"Atp8b1",4,0,0,25,20,11,3,11
"Atp8b2",478,238,292,93,115,204,143,172
"Atp8b3",0,0,0,0,0,0,0,0
"Atp8b4",156,87,83,42,31,4,3,4
"Atp8b5",0,1,2,3,2,0,0,0
"Atp9a",4,4,4,12,9,14,18,17
"Atp9b",737,410,483,341,382,488,280,525
"Atpaf1",320,169,152,173,150,185,125,118
"Atpaf2",247,127,165,115,119,86,80,114
"Atpbd4",218,110,151,115,121,123,86,73
"Atpif1",1764,927,1427,451,421,697,571,485
"Atr",413,205,205,170,136,213,116,148
"Atraid",977,552,571,1507,1282,1381,810,844
"Atrip",139,78,79,78,62,88,37,91
"Atrn",463,264,252,125,190,191,140,289
"Atrnl1",523,325,323,28,39,104,135,51
"Atrx",536,377,382,65,105,149,87,388
"Atxn1",42,31,37,43,90,43,28,55
"Atxn10",1989,1045,1251,1287,1254,1609,1102,1037
"Atxn1l",738,357,417,280,368,347,213,343
"Atxn2",233,119,185,109,135,147,73,235
"Atxn2l",1008,519,784,349,510,491,247,881
"Atxn3",577,352,400,280,323,350,262,182
"Atxn7",247,149,136,68,112,109,65,142
"Atxn7l1",290,175,185,84,105,110,72,127
"Atxn7l2",45,20,32,22,28,34,18,57
"Atxn7l3",743,398,529,448,525,531,307,586
"Atxn7l3b",1160,599,643,1034,1115,1067,688,517
"Auh",85,65,74,125,118,99,70,97
"Aup1",2038,1102,1421,1797,1507,1985,1314,1699
"Aurka",411,167,303,28,27,33,23,16
"Aurkaip1",695,387,479,270,253,344,253,203
"Aurkb",622,246,442,51,47,53,43,36
"Aurkc",0,0,0,0,0,0,0,0
"Auts2",0,0,0,0,1,0,1,1
"Aven",107,73,89,62,100,87,74,49
"Avil",0,0,0,2,0,0,0,0
"Avl9",462,273,228,408,492,447,263,252
"Avp",0,0,0,0,0,0,0,0
"Avpi1",72,31,49,22,18,13,11,6
"Avpr1a",0,0,0,0,0,0,0,0
"Avpr1b",0,0,0,0,0,0,0,0
"Avpr2",1,0,0,0,1,1,0,1
"Awat1",0,0,0,0,0,0,0,0
"Awat2",7,2,3,2,0,0,0,0
"Axin1",528,259,403,190,259,303,174,330
"Axin2",5,0,1,1,4,2,1,3
"Axl",31087,17900,21320,1325,1455,17958,9385,4939
"Aym1",0,0,0,0,0,0,0,0
"Azgp1",0,0,0,0,0,0,0,0
"Azi1",52,36,59,12,13,19,15,45
"Azi2",654,358,393,380,344,467,311,354
"Azin1",1671,858,945,1493,1540,1542,1065,775
"B020004C17Rik",1,0,0,0,2,0,0,0
"B020004J07Rik",0,0,0,0,1,0,0,0
"B020014A21Rik",0,0,1,0,0,0,0,6
"B020018J22Rik",0,0,0,0,0,0,0,0
"B020031M17Rik",0,0,0,0,0,0,0,0
"B130006D01Rik",0,0,0,0,0,0,0,0
"B130024G19Rik",0,0,0,0,0,0,0,0
"B130034C11Rik",3,1,3,2,1,3,1,0
"B230118H07Rik",232,109,114,74,90,115,69,58
"B230119M05Rik",0,0,0,0,0,0,0,0
"B230120H23Rik",73,38,61,17,14,9,13,45
"B230206H07Rik",1,0,1,0,0,0,0,0
"B230208H11Rik",3,0,3,7,3,1,2,4
"B230209E15Rik",0,1,0,0,0,0,0,0
"B230209K01Rik",0,0,0,0,0,0,0,0
"B230214G05Rik",0,0,0,0,0,0,0,0
"B230216G23Rik",0,0,0,0,0,0,0,0
"B230216N24Rik",0,0,0,0,0,0,0,3
"B230217C12Rik",20,11,6,8,2,5,8,8
"B230217O12Rik",6,1,3,0,1,1,0,3
"B230219D22Rik",1341,786,839,1015,1050,1032,638,630
"B230312C02Rik",0,0,0,0,0,0,0,2
"B230319C09Rik",0,0,0,0,0,0,0,0
"B230323A14Rik",0,0,0,0,0,0,0,0
"B230378P21Rik",109,65,78,135,105,160,71,141
"B2m",52541,30591,37692,36481,29726,67029,31729,34894
"B330016D10Rik",20,9,10,7,13,19,12,17
"B3galnt1",703,496,486,514,514,484,298,361
"B3galnt2",205,117,131,90,88,142,72,53
"B3galt1",0,0,0,0,0,0,0,0
"B3galt2",0,1,0,0,0,0,0,0
"B3galt4",213,120,138,206,176,238,123,182
"B3galt5",30,13,30,530,423,467,213,468
"B3galt6",169,112,106,227,193,142,89,76
"B3galtl",345,213,251,126,120,185,141,126
"B3gat1",1,0,0,0,0,0,0,2
"B3gat2",4,2,1,1,2,5,0,2
"B3gat3",383,212,349,332,304,316,192,284
"B3gnt1",424,216,317,611,560,514,310,443
"B3gnt2",871,484,525,741,671,874,655,432
"B3gnt3",40,20,30,10,3,7,7,5
"B3gnt4",2,1,0,2,2,3,0,9
"B3gnt5",9,3,1,2,3,2,0,1
"B3gnt6",0,3,0,1,1,1,0,0
"B3gnt7",628,280,365,54,31,169,116,82
"B3gnt8",778,416,617,74,48,63,59,11
"B3gnt9",4,1,6,2,0,0,0,0
"B3gntl1",45,32,32,21,27,24,10,27
"B430010I23Rik",3,1,2,5,3,1,1,0
"B430212C06Rik",3,2,1,0,4,0,3,1
"B430306N03Rik",163,109,130,212,182,425,175,170
"B430319G15Rik",0,0,0,0,0,0,0,0
"B4galnt1",2433,1293,1823,454,425,696,471,733
"B4galnt2",8,11,8,6,3,1,3,2
"B4galnt3",0,0,0,0,0,0,0,0
"B4galnt4",4,7,4,1,0,0,1,0
"B4galt1",2340,1298,1455,2146,2109,2257,1290,1677
"B4galt2",9,5,3,3,1,2,3,4
"B4galt3",332,142,248,455,476,357,135,421
"B4galt4",263,103,160,787,739,699,330,603
"B4galt5",597,269,354,283,302,346,172,252
"B4galt6",1128,700,618,471,619,578,353,341
"B4galt7",374,198,230,138,107,142,115,103
"B630005N14Rik",385,264,239,346,405,448,279,178
"B630019K06Rik",103,56,46,5,6,3,4,0
"B830017H08Rik",0,0,0,0,0,0,0,0
"B930003M22Rik",6,2,7,8,5,13,4,8
"B930018H19Rik",0,0,0,0,0,0,0,4
"B930025P03Rik",0,0,0,1,0,0,0,0
"B930041F14Rik",37,17,18,48,43,53,34,30
"B930059L03Rik",4,1,3,3,1,1,1,1
"B930092H01Rik",0,0,0,0,0,0,0,0
"B9d1",29,15,20,9,8,8,11,16
"B9d2",168,84,114,139,106,113,63,99
"BB014433",0,0,0,0,0,0,0,0
"BB019430",0,0,0,0,0,0,0,0
"BB031773",0,0,0,0,0,0,0,0
"BB123696",0,0,0,0,0,0,0,0
"BB283400",0,0,0,0,0,0,0,0
"BB287469",0,0,0,0,0,0,0,0
"BB557941",0,0,0,0,0,0,0,0
"BC002163",1,1,0,0,0,0,0,0
"BC003331",399,213,218,103,170,182,137,153
"BC003965",230,130,177,209,163,156,125,91
"BC004004",1133,655,747,878,693,822,484,653
"BC005537",3766,1870,2135,786,929,1189,853,910
"BC005561",17,13,11,6,6,13,3,23
"BC005624",484,200,391,199,222,292,160,285
"BC005764",0,5,1,4,4,4,1,26
"BC006965",0,0,0,1,0,0,1,0
"BC016423",188,95,109,84,106,93,61,143
"BC016579",0,0,0,0,0,0,0,0
"BC017158",295,127,180,143,158,170,109,197
"BC017612",85,30,64,12,17,16,13,19
"BC017643",1565,743,958,1756,1926,2031,1044,1108
"BC018242",23,5,8,2,2,2,0,1
"BC018473",0,0,4,0,0,0,0,0
"BC018507",306,154,188,59,102,181,50,269
"BC020402",7,2,5,1,1,4,2,0
"BC021614",2,1,1,0,0,0,0,0
"BC021767",0,0,0,0,0,0,0,0
"BC021785",8,5,5,5,4,5,5,11
"BC021891",0,0,0,0,0,0,0,0
"BC022687",31,13,23,38,26,15,15,33
"BC023829",454,224,260,279,290,354,240,214
"BC024139",0,0,0,0,0,0,0,0
"BC024386",2,0,1,0,0,0,0,0
"BC024582",44,24,27,7,8,25,5,6
"BC024978",36,14,21,26,35,20,14,26
"BC025920",1,4,2,2,2,3,0,4
"BC026585",291,206,200,113,118,238,167,123
"BC026590",332,155,169,109,135,181,96,104
"BC027072",0,0,0,0,0,0,0,0
"BC027231",159,88,78,76,67,88,56,81
"BC028528",157,66,86,98,90,114,65,34
"BC029214",69,64,60,44,22,63,28,32
"BC029722",258,125,168,120,114,150,124,130
"BC030307",2,2,8,4,1,2,2,5
"BC030336",102,78,68,212,183,134,67,83
"BC030476",2,2,0,2,0,0,0,1
"BC030500",0,0,0,0,0,0,0,0
"BC030867",108,44,59,13,5,3,2,4
"BC030870",0,0,0,0,1,0,0,0
"BC031181",731,387,468,814,770,738,458,497
"BC031361",3,1,1,7,5,5,4,8
"BC033916",11,17,22,8,11,43,44,9
"BC035044",756,372,460,1198,1174,1001,551,705
"BC037032",8,5,1,6,5,10,0,7
"BC037034",611,401,513,591,568,543,419,801
"BC037704",9,4,6,7,11,10,4,4
"BC039771",3,2,2,3,1,0,2,5
"BC039966",0,0,0,0,0,0,0,0
"BC048403",129,48,66,100,78,49,48,53
"BC048502",0,0,0,0,0,0,0,0
"BC048507",0,0,0,0,0,0,0,0
"BC048546",0,0,0,0,0,1,0,0
"BC048562",0,0,0,1,0,0,0,0
"BC048602",0,0,0,0,0,0,0,0
"BC048609",0,0,0,0,0,0,0,0
"BC048644",1,0,0,0,0,0,0,0
"BC048671",0,0,0,0,0,0,0,0
"BC048679",0,0,0,0,0,0,0,0
"BC048943",0,0,0,0,0,0,0,0
"BC049352",16,11,11,14,17,18,11,24
"BC049635",0,0,0,0,0,0,0,0
"BC049715",4,2,1,0,1,1,2,0
"BC049730",0,0,0,0,0,0,0,0
"BC049762",0,0,0,0,0,0,0,0
"BC051019",0,0,0,1,1,0,0,2
"BC051070",0,0,0,0,0,0,0,0
"BC051142",6,7,7,5,3,25,7,21
"BC051226",23,9,16,7,20,23,15,9
"BC051537",1,2,2,1,4,0,0,0
"BC051628",0,0,0,0,0,0,0,0
"BC051665",0,0,0,0,0,0,0,0
"BC052040",113,63,90,44,48,42,33,30
"BC052688",8,5,5,0,9,5,3,1
"BC053393",0,0,0,0,0,0,0,0
"BC053749",40,18,27,27,21,9,8,13
"BC055111",0,0,0,0,0,0,0,0
"BC055324",143,68,94,40,30,21,22,20
"BC055402",0,0,0,0,0,0,0,0
"BC056474",937,505,645,599,566,544,418,354
"BC061194",0,0,0,0,0,0,0,0
"BC061212",0,0,0,0,0,0,0,0
"BC061237",0,0,0,0,0,0,0,0
"BC064078",68,66,47,41,32,26,10,22
"BC065397",1,1,1,3,1,1,0,0
"BC068157",5,2,0,2,1,2,0,1
"BC068281",21,10,17,18,20,14,15,17
"BC080695",0,0,0,0,0,0,1,0
"BC089491",0,0,0,0,0,0,0,0
"BC089597",0,0,0,0,0,0,0,0
"BC090627",1,0,0,0,0,0,0,0
"BC094916",0,0,1,0,2,2,0,0
"BC096441",7,4,5,6,1,5,8,6
"BC100451",2,5,10,1,0,4,1,9
"BC100530",0,0,2,1,3,0,1,0
"BC107364",0,0,0,1,0,1,0,0
"BC117090",0,0,0,0,0,0,0,0
"BC125332",4,1,4,0,0,0,0,0
"BC147527",314,132,194,190,138,284,145,115
"Baalc",4,7,11,12,7,8,1,11
"Baat",0,0,0,0,0,0,1,0
"Baat1",3,0,1,0,1,1,1,1
"Babam1",778,382,517,280,260,292,198,225
"Bace1",52,41,56,32,45,54,11,72
"Bace2",0,0,0,1,4,0,0,2
"Bach1",1222,768,713,1182,1293,1212,858,1042
"Bach2",99,64,71,68,90,82,59,164
"Bad",412,239,354,164,175,245,177,115
"Bag1",1795,975,1139,593,528,1176,835,769
"Bag2",47,22,32,15,22,22,22,6
"Bag3",386,178,257,181,248,258,102,239
"Bag4",325,166,170,144,187,171,96,93
"Bag5",263,118,179,227,218,185,104,169
"Bag6",1727,870,1278,617,769,806,548,1236
"Bahcc1",9,6,10,3,10,6,8,56
"Bahd1",424,188,298,237,281,220,143,216
"Bai1",1,0,1,1,1,3,0,6
"Bai2",0,2,3,0,0,0,0,5
"Bai3",1,0,1,1,0,1,0,0
"Baiap2",92,57,101,21,20,78,42,58
"Baiap2l1",6,5,5,1,0,0,0,0
"Baiap2l2",4,4,1,2,1,12,2,4
"Baiap3",1,1,1,2,0,0,0,0
"Bak1",1878,900,1371,485,457,674,441,457
"Bambi",29,29,28,28,40,56,42,27
"Bambi-ps1",43,21,21,12,7,9,4,6
"Banf1",1246,621,885,443,387,442,335,282
"Banf2",0,0,0,0,0,0,0,0
